SEMEL_YISHUV,SHEM_YISHUV,KALPI2022,Stat2011,yishuv_stat2011
8300,ראשון לציון,168,126,83000126
8300,ראשון לציון,169,123,83000123
8300,ראשון לציון,170,114,83000114
8300,ראשון לציון,171,514,83000514
8300,ראשון לציון,172,514,83000514
8300,ראשון לציון,173,513,83000513
8300,ראשון לציון,174,515,83000515
8300,ראשון לציון,175,514,83000514
8300,ראשון לציון,176,515,83000515
8300,ראשון לציון,177,126,83000126
8300,ראשון לציון,178,113,83000113
8300,ראשון לציון,179,114,83000114
8300,ראשון לציון,180,516,83000516
8300,ראשון לציון,181,516,83000516
8300,ראשון לציון,182,514,83000514
8300,ראשון לציון,183,516,83000516
8300,ראשון לציון,184,511,83000511
8300,ראשון לציון,185,523,83000523
8300,ראשון לציון,186,524,83000524
8300,ראשון לציון,187,524,83000524
8300,ראשון לציון,188,523,83000523
8300,ראשון לציון,189,523,83000523
8300,ראשון לציון,190,524,83000524
8300,ראשון לציון,191,522,83000522
8300,ראשון לציון,192,521,83000521
8300,ראשון לציון,193,521,83000521
8300,ראשון לציון,194,522,83000522
8300,ראשון לציון,195,532,83000532
8300,ראשון לציון,196,532,83000532
8300,ראשון לציון,197,531,83000531
8300,ראשון לציון,198,531,83000531
8300,ראשון לציון,199,215,83000215
8300,ראשון לציון,200,215,83000215
8300,ראשון לציון,201,215,83000215
8300,ראשון לציון,202,221,83000221
8300,ראשון לציון,203,315,83000315
8300,ראשון לציון,204,225,83000225
8300,ראשון לציון,205,214,83000214
8300,ראשון לציון,206,214,83000214
8300,ראשון לציון,207,213,83000213
8300,ראשון לציון,208,213,83000213
8300,ראשון לציון,209,424,83000424
8300,ראשון לציון,210,424,83000424
8300,ראשון לציון,211,426,83000426
8300,ראשון לציון,212,223,83000223
8300,ראשון לציון,213,423,83000423
8300,ראשון לציון,214,426,83000426
8300,ראשון לציון,215,222,83000222
8300,ראשון לציון,216,221,83000221
8300,ראשון לציון,217,224,83000224
8300,ראשון לציון,218,121,83000121
8300,ראשון לציון,219,223,83000223
8300,ראשון לציון,220,624,83000624
8300,ראשון לציון,221,623,83000623
8300,ראשון לציון,222,623,83000623
8300,ראשון לציון,223,121,83000121
8300,ראשון לציון,224,214,83000214
8300,ראשון לציון,225,412,83000412
8300,ראשון לציון,226,412,83000412
8300,ראשון לציון,227,413,83000413
8300,ראשון לציון,228,117,83000117
8300,ראשון לציון,229,113,83000113
8300,ראשון לציון,230,512,83000512
8300,ראשון לציון,231,212,83000212
8300,ראשון לציון,232,122,83000122
8300,ראשון לציון,233,124,83000124
8300,ראשון לציון,234,222,83000222
8300,ראשון לציון,235,516,83000516
8300,ראשון לציון,236,614,83000614
8300,ראשון לציון,237,314,83000314
8300,ראשון לציון,238,616,83000616
8300,ראשון לציון,239,514,83000514
8300,ראשון לציון,240,625,83000625
8300,ראשון לציון,241,624,83000624
8300,ראשון לציון,242,115,83000115
8300,ראשון לציון,243,522,83000522
8300,ראשון לציון,244,511,83000511
8300,ראשון לציון,245,624,83000624
8300,ראשון לציון,246,114,83000114
8300,ראשון לציון,247,424,83000424
8300,ראשון לציון,248,615,83000615
8300,ראשון לציון,249,617,83000617
8300,ראשון לציון,250,116,83000116
8300,ראשון לציון,251,114,83000114
8300,ראשון לציון,252,214,83000214
8300,ראשון לציון,253,531,83000531
8300,ראשון לציון,254,531,83000531
8300,ראשון לציון,255,615,83000615
8300,ראשון לציון,256,311,83000311
8300,ראשון לציון,257,117,83000117
8300,ראשון לציון,258,615,83000615
8300,ראשון לציון,259,617,83000617
8300,ראשון לציון,260,617,83000617
8300,ראשון לציון,261,616,83000616
8300,ראשון לציון,262,616,83000616
8300,ראשון לציון,263,615,83000615
8300,ראשון לציון,264,617,83000617
8300,ראשון לציון,265,616,83000616
8300,ראשון לציון,266,616,83000616
8300,ראשון לציון,267,615,83000615
8300,ראשון לציון,268,617,83000617
8300,ראשון לציון,269,615,83000615
8300,ראשון לציון,270,533,83000533
8300,ראשון לציון,271,534,83000534
8300,ראשון לציון,272,534,83000534
8300,ראשון לציון,273,533,83000533
8300,ראשון לציון,274,534,83000534
8300,ראשון לציון,275,533,83000533
8300,ראשון לציון,276,533,83000533
8300,ראשון לציון,277,534,83000534
8300,ראשון לציון,278,531,83000531
8300,ראשון לציון,279,524,83000524
8300,ראשון לציון,280,614,83000614
8300,ראשון לציון,281,611,83000611
8300,ראשון לציון,282,611,83000611
8300,ראשון לציון,283,533,83000533
8300,ראשון לציון,284,615,83000615
8300,ראשון לציון,285,612,83000612
8300,ראשון לציון,286,617,83000617
8300,ראשון לציון,287,611,83000611
8300,ראשון לציון,288,534,83000534
8300,ראשון לציון,289,534,83000534
8300,ראשון לציון,290,614,83000614
8300,ראשון לציון,291,612,83000612
8300,ראשון לציון,292,612,83000612
8300,ראשון לציון,293,513,83000513
8300,ראשון לציון,294,411,83000411
8300,ראשון לציון,295,411,83000411
8300,ראשון לציון,296,427,83000427
8300,ראשון לציון,297,614,83000614
8300,ראשון לציון,298,624,83000624
8300,ראשון לציון,299,212,83000212
8300,ראשון לציון,300,115,83000115
8300,ראשון לציון,301,516,83000516
8300,ראשון לציון,302,516,83000516
8300,ראשון לציון,303,125,83000125
8300,ראשון לציון,304,125,83000125
8300,ראשון לציון,305,521,83000521
8300,ראשון לציון,306,614,83000614
8300,ראשון לציון,307,617,83000617
8300,ראשון לציון,308,521,83000521
8300,ראשון לציון,309,212,83000212
8300,ראשון לציון,310,211,83000211
8300,ראשון לציון,311,126,83000126
8300,ראשון לציון,312,126,83000126
8300,ראשון לציון,313,211,83000211
8300,ראשון לציון,314,126,83000126
8300,ראשון לציון,315,215,83000215
8300,ראשון לציון,316,215,83000215
8300,ראשון לציון,317,126,83000126
8300,ראשון לציון,318,625,83000625
8300,ראשון לציון,319,625,83000625
8300,ראשון לציון,320,313,83000313
8300,ראשון לציון,321,313,83000313
8300,ראשון לציון,322,223,83000223
8300,ראשון לציון,323,223,83000223
8300,ראשון לציון,324,614,83000614
8300,ראשון לציון,325,521,83000521
8300,ראשון לציון,326,523,83000523
8300,ראשון לציון,327,512,83000512
8300,ראשון לציון,328,212,83000212
8300,ראשון לציון,329,212,83000212
8300,ראשון לציון,330,214,83000214
8300,ראשון לציון,331,212,83000212
8300,ראשון לציון,332,212,83000212
8300,ראשון לציון,333,223,83000223
8300,ראשון לציון,335,225,83000225
8300,ראשון לציון,336,125,83000125
8300,ראשון לציון,337,523,83000523
8300,ראשון לציון,338,213,83000213
8300,ראשון לציון,339,126,83000126
8300,ראשון לציון,501,311,83000311
8300,ראשון לציון,502,311,83000311
8300,ראשון לציון,503,311,83000311
8300,ראשון לציון,504,311,83000311
8300,ראשון לציון,505,311,83000311
8300,ראשון לציון,506,311,83000311
8300,ראשון לציון,507,311,83000311
8300,ראשון לציון,508,311,83000311
8300,ראשון לציון,509,311,83000311
8300,ראשון לציון,510,311,83000311
8300,ראשון לציון,511,311,83000311
8300,ראשון לציון,512,311,83000311
8300,ראשון לציון,950,111,83000111
8300,ראשון לציון,951,621,83000621
8300,ראשון לציון,953,614,83000614
8300,ראשון לציון,954,533,83000533
8300,ראשון לציון,955,613,83000613
8300,ראשון לציון,956,112,83000112
8300,ראשון לציון,957,622,83000622
3795,רבבה,1,1,37950001
3795,רבבה,2,1,37950001
564,רבדים,1,1,5640001
354,רביבים,1,1,3540001
1225,רביד,1,1,12250001
390,רגבה,1,1,3900001
390,רגבה,2,1,3900001
444,רגבים,1,1,4440001
1161,רהט,1,1,11610001
1161,רהט,2,2,11610002
1161,רהט,3,1,11610001
1161,רהט,4,2,11610002
1161,רהט,5,3,11610003
1161,רהט,6,9,11610009
1161,רהט,7,8,11610008
1161,רהט,8,9,11610009
1161,רהט,9,11,11610011
1161,רהט,10,10,11610010
1161,רהט,11,11,11610011
1161,רהט,12,3,11610003
1161,רהט,13,3,11610003
1161,רהט,14,3,11610003
1161,רהט,15,7,11610007
1161,רהט,16,7,11610007
1161,רהט,17,7,11610007
1161,רהט,18,3,11610003
1161,רהט,19,7,11610007
1161,רהט,20,4,11610004
1161,רהט,21,4,11610004
1161,רהט,22,5,11610005
1161,רהט,23,6,11610006
1161,רהט,24,5,11610005
1161,רהט,25,6,11610006
1161,רהט,26,8,11610008
1161,רהט,27,9,11610009
1161,רהט,28,1,11610001
1161,רהט,29,4,11610004
1161,רהט,30,11,11610011
1161,רהט,31,10,11610010
1161,רהט,32,2,11610002
1161,רהט,33,11,11610011
1161,רהט,34,4,11610004
1161,רהט,35,6,11610006
1161,רהט,36,10,11610010
1161,רהט,37,2,11610002
1161,רהט,38,8,11610008
1161,רהט,39,3,11610003
1161,רהט,40,5,11610005
1161,רהט,41,9,11610009
1161,רהט,42,7,11610007
1161,רהט,43,3,11610003
1161,רהט,44,1,11610001
1161,רהט,45,11,11610011
1161,רהט,46,3,11610003
1161,רהט,47,10,11610010
1161,רהט,48,9,11610009
1161,רהט,49,11,11610011
1161,רהט,50,10,11610010
1161,רהט,51,6,11610006
1161,רהט,52,2,11610002
1161,רהט,53,1,11610001
1161,רהט,54,1,11610001
1161,רהט,55,5,11610005
1161,רהט,56,7,11610007
1161,רהט,57,10,11610010
1161,רהט,58,8,11610008
1161,רהט,59,11,11610011
1161,רהט,60,3,11610003
1161,רהט,61,3,11610003
2051,רווחה,1,1,20510001
2016,רוויה,1,1,20160001
1341,רוח מדבר,1,1,13410001
362,רוחמה,1,1,3620001
539,רומאנה,1,1,5390001
539,רומאנה,2,1,5390001
997,רומת הייב,1,1,9970001
997,רומת הייב,2,1,9970001
3619,רועי,1,1,36190001
3782,רותם,1,1,37820001
854,רחוב,1,1,8540001
8400,רחובות,1,425,84000425
8400,רחובות,2,425,84000425
8400,רחובות,3,425,84000425
8400,רחובות,4,432,84000432
8400,רחובות,5,432,84000432
8400,רחובות,6,432,84000432
8400,רחובות,7,432,84000432
8400,רחובות,8,432,84000432
8400,רחובות,9,432,84000432
8400,רחובות,10,425,84000425
8400,רחובות,11,422,84000422
8400,רחובות,12,421,84000421
8400,רחובות,13,421,84000421
8400,רחובות,14,421,84000421
8400,רחובות,15,431,84000431
8400,רחובות,16,431,84000431
8400,רחובות,17,431,84000431
8400,רחובות,18,431,84000431
8400,רחובות,19,431,84000431
8400,רחובות,20,431,84000431
8400,רחובות,21,414,84000414
8400,רחובות,22,412,84000412
8400,רחובות,23,411,84000411
8400,רחובות,24,413,84000413
8400,רחובות,25,413,84000413
8400,רחובות,26,414,84000414
8400,רחובות,27,414,84000414
8400,רחובות,28,414,84000414
8400,רחובות,29,413,84000413
8400,רחובות,30,412,84000412
8400,רחובות,31,411,84000411
8400,רחובות,32,411,84000411
8400,רחובות,33,117,84000117
8400,רחובות,34,117,84000117
8400,רחובות,35,116,84000116
8400,רחובות,36,115,84000115
8400,רחובות,37,114,84000114
8400,רחובות,38,114,84000114
8400,רחובות,39,116,84000116
8400,רחובות,40,115,84000115
8400,רחובות,41,117,84000117
8400,רחובות,42,114,84000114
8400,רחובות,43,116,84000116
8400,רחובות,44,114,84000114
8400,רחובות,45,116,84000116
8400,רחובות,46,121,84000121
8400,רחובות,47,124,84000124
8400,רחובות,48,212,84000212
8400,רחובות,49,211,84000211
8400,רחובות,50,122,84000122
8400,רחובות,51,121,84000121
8400,רחובות,52,121,84000121
8400,רחובות,53,122,84000122
8400,רחובות,54,124,84000124
8400,רחובות,55,222,84000222
8400,רחובות,56,222,84000222
8400,רחובות,57,222,84000222
8400,רחובות,58,222,84000222
8400,רחובות,59,313,84000313
8400,רחובות,60,311,84000311
8400,רחובות,61,311,84000311
8400,רחובות,62,312,84000312
8400,רחובות,63,413,84000413
8400,רחובות,64,114,84000114
8400,רחובות,65,117,84000117
8400,רחובות,66,115,84000115
8400,רחובות,67,122,84000122
8400,רחובות,68,122,84000122
8400,רחובות,69,322,84000322
8400,רחובות,70,322,84000322
8400,רחובות,71,322,84000322
8400,רחובות,72,321,84000321
8400,רחובות,73,321,84000321
8400,רחובות,74,321,84000321
8400,רחובות,75,231,84000231
8400,רחובות,76,232,84000232
8400,רחובות,77,232,84000232
8400,רחובות,78,321,84000321
8400,רחובות,79,231,84000231
8400,רחובות,80,221,84000221
8400,רחובות,81,222,84000222
8400,רחובות,82,212,84000212
8400,רחובות,83,121,84000121
8400,רחובות,84,211,84000211
8400,רחובות,85,122,84000122
8400,רחובות,86,313,84000313
8400,רחובות,87,232,84000232
8400,רחובות,88,222,84000222
8400,רחובות,89,214,84000214
8400,רחובות,90,413,84000413
8400,רחובות,91,414,84000414
8400,רחובות,92,321,84000321
8400,רחובות,93,413,84000413
8400,רחובות,94,114,84000114
8400,רחובות,95,116,84000116
8400,רחובות,96,115,84000115
8400,רחובות,97,117,84000117
8400,רחובות,98,124,84000124
8400,רחובות,99,322,84000322
8400,רחובות,100,412,84000412
8400,רחובות,101,411,84000411
8400,רחובות,102,322,84000322
8400,רחובות,103,221,84000221
8400,רחובות,104,322,84000322
8400,רחובות,105,124,84000124
8400,רחובות,106,211,84000211
8400,רחובות,107,211,84000211
8400,רחובות,108,425,84000425
8400,רחובות,109,117,84000117
8400,רחובות,110,117,84000117
8400,רחובות,111,231,84000231
8400,רחובות,112,232,84000232
8400,רחובות,113,116,84000116
8400,רחובות,114,212,84000212
8400,רחובות,115,222,84000222
8400,רחובות,116,321,84000321
8400,רחובות,117,313,84000313
8400,רחובות,118,313,84000313
8400,רחובות,119,222,84000222
8400,רחובות,120,213,84000213
8400,רחובות,121,214,84000214
8400,רחובות,122,213,84000213
8400,רחובות,123,214,84000214
8400,רחובות,124,213,84000213
8400,רחובות,125,213,84000213
8400,רחובות,126,213,84000213
8400,רחובות,127,214,84000214
8400,רחובות,128,211,84000211
8400,רחובות,129,222,84000222
8400,רחובות,130,432,84000432
8400,רחובות,131,424,84000424
8400,רחובות,132,424,84000424
8400,רחובות,133,212,84000212
8400,רחובות,134,421,84000421
8400,רחובות,135,413,84000413
8400,רחובות,136,414,84000414
8400,רחובות,137,424,84000424
8400,רחובות,138,423,84000423
8400,רחובות,139,312,84000312
8400,רחובות,140,312,84000312
8400,רחובות,141,312,84000312
8400,רחובות,142,112,84000112
8400,רחובות,143,232,84000232
8400,רחובות,144,112,84000112
8400,רחובות,145,312,84000312
8400,רחובות,146,312,84000312
8400,רחובות,147,411,84000411
8400,רחובות,148,112,84000112
8400,רחובות,149,115,84000115
8400,רחובות,150,431,84000431
8400,רחובות,151,424,84000424
8400,רחובות,152,424,84000424
8400,רחובות,153,123,84000123
8400,רחובות,154,123,84000123
8400,רחובות,155,431,84000431
8400,רחובות,156,311,84000311
8400,רחובות,157,121,84000121
8400,רחובות,158,123,84000123
8400,רחובות,159,422,84000422
8400,רחובות,160,123,84000123
8400,רחובות,161,431,84000431
8400,רחובות,162,424,84000424
8400,רחובות,163,123,84000123
8400,רחובות,164,231,84000231
8400,רחובות,165,312,84000312
8400,רחובות,166,321,84000321
8400,רחובות,167,123,84000123
8400,רחובות,168,122,84000122
8400,רחובות,169,425,84000425
8400,רחובות,170,123,84000123
8400,רחובות,171,431,84000431
8400,רחובות,172,312,84000312
8400,רחובות,173,321,84000321
8400,רחובות,174,431,84000431
8400,רחובות,175,431,84000431
8400,רחובות,176,123,84000123
8400,רחובות,177,431,84000431
8400,רחובות,178,123,84000123
8400,רחובות,950,113,84000113
8400,רחובות,951,433,84000433
8400,רחובות,952,123,84000123
8400,רחובות,953,111,84000111
3822,רחלים,1,1,38220001
540,ריחאניה,1,1,5400001
540,ריחאניה,2,1,5400001
3568,ריחן,1,1,35680001
3565,רימונים,1,1,35650001
616,רינתיה,1,1,6160001
922,רכסים,1,1,9220001
922,רכסים,2,1,9220001
922,רכסים,3,1,9220001
922,רכסים,4,1,9220001
922,רכסים,5,1,9220001
922,רכסים,6,1,9220001
922,רכסים,7,1,9220001
922,רכסים,8,1,9220001
922,רכסים,9,1,9220001
922,רכסים,10,1,9220001
922,רכסים,11,1,9220001
1069,רם-און,1,1,10690001
4702,רמות,1,1,47020001
206,רמות השבים,1,1,2060001
206,רמות השבים,2,1,2060001
735,רמות מאיר,1,1,7350001
445,רמות מנשה,1,1,4450001
445,רמות מנשה,2,1,4450001
372,רמות נפתלי,1,1,3720001
8500,רמלה,1,12,85000012
8500,רמלה,2,14,85000014
8500,רמלה,3,12,85000012
8500,רמלה,4,14,85000014
8500,רמלה,5,14,85000014
8500,רמלה,6,12,85000012
8500,רמלה,7,13,85000013
8500,רמלה,8,13,85000013
8500,רמלה,9,12,85000012
8500,רמלה,10,23,85000023
8500,רמלה,11,23,85000023
8500,רמלה,12,22,85000022
8500,רמלה,13,13,85000013
8500,רמלה,14,22,85000022
8500,רמלה,15,24,85000024
8500,רמלה,16,24,85000024
8500,רמלה,17,22,85000022
8500,רמלה,18,23,85000023
8500,רמלה,19,22,85000022
8500,רמלה,20,21,85000021
8500,רמלה,21,35,85000035
8500,רמלה,22,32,85000032
8500,רמלה,23,32,85000032
8500,רמלה,24,34,85000034
8500,רמלה,25,21,85000021
8500,רמלה,26,33,85000033
8500,רמלה,27,33,85000033
8500,רמלה,28,21,85000021
8500,רמלה,29,17,85000017
8500,רמלה,30,35,85000035
8500,רמלה,31,33,85000033
8500,רמלה,32,35,85000035
8500,רמלה,33,32,85000032
8500,רמלה,34,17,85000017
8500,רמלה,35,17,85000017
8500,רמלה,36,17,85000017
8500,רמלה,37,42,85000042
8500,רמלה,38,12,85000012
8500,רמלה,39,17,85000017
8500,רמלה,40,18,85000018
8500,רמלה,41,18,85000018
8500,רמלה,42,31,85000031
8500,רמלה,43,18,85000018
8500,רמלה,44,13,85000013
8500,רמלה,45,41,85000041
8500,רמלה,46,41,85000041
8500,רמלה,47,41,85000041
8500,רמלה,48,18,85000018
8500,רמלה,49,21,85000021
8500,רמלה,50,45,85000045
8500,רמלה,51,45,85000045
8500,רמלה,52,45,85000045
8500,רמלה,53,43,85000043
8500,רמלה,54,42,85000042
8500,רמלה,55,42,85000042
8500,רמלה,56,42,85000042
8500,רמלה,57,43,85000043
8500,רמלה,58,42,85000042
8500,רמלה,59,43,85000043
8500,רמלה,60,44,85000044
8500,רמלה,61,35,85000035
8500,רמלה,62,35,85000035
8500,רמלה,63,43,85000043
8500,רמלה,64,43,85000043
8500,רמלה,65,42,85000042
8500,רמלה,66,44,85000044
8500,רמלה,67,43,85000043
8500,רמלה,68,44,85000044
8500,רמלה,69,34,85000034
8500,רמלה,70,34,85000034
8500,רמלה,71,34,85000034
8500,רמלה,72,24,85000024
8500,רמלה,73,24,85000024
8500,רמלה,74,33,85000033
8500,רמלה,75,24,85000024
8500,רמלה,76,31,85000031
8500,רמלה,77,32,85000032
8500,רמלה,78,31,85000031
8500,רמלה,79,31,85000031
8500,רמלה,80,14,85000014
8500,רמלה,81,14,85000014
8500,רמלה,82,44,85000044
8500,רמלה,83,43,85000043
8500,רמלה,84,13,85000013
8500,רמלה,85,41,85000041
8500,רמלה,86,41,85000041
8500,רמלה,87,17,85000017
8500,רמלה,88,41,85000041
8500,רמלה,89,41,85000041
8500,רמלה,90,13,85000013
8500,רמלה,91,41,85000041
8500,רמלה,92,13,85000013
8500,רמלה,93,31,85000031
8500,רמלה,94,24,85000024
8500,רמלה,95,45,85000045
8500,רמלה,96,31,85000031
8500,רמלה,97,41,85000041
8500,רמלה,950,11,85000011
8500,רמלה,951,11,85000011
8600,רמת גן,1,123,86000123
8600,רמת גן,2,123,86000123
8600,רמת גן,3,122,86000122
8600,רמת גן,4,112,86000112
8600,רמת גן,5,122,86000122
8600,רמת גן,6,112,86000112
8600,רמת גן,7,112,86000112
8600,רמת גן,8,112,86000112
8600,רמת גן,9,112,86000112
8600,רמת גן,10,123,86000123
8600,רמת גן,11,123,86000123
8600,רמת גן,12,131,86000131
8600,רמת גן,13,222,86000222
8600,רמת גן,14,312,86000312
8600,רמת גן,16,136,86000136
8600,רמת גן,17,113,86000113
8600,רמת גן,18,113,86000113
8600,רמת גן,19,113,86000113
8600,רמת גן,20,114,86000114
8600,רמת גן,21,114,86000114
8600,רמת גן,22,114,86000114
8600,רמת גן,23,114,86000114
8600,רמת גן,24,115,86000115
8600,רמת גן,25,115,86000115
8600,רמת גן,26,115,86000115
8600,רמת גן,27,114,86000114
8600,רמת גן,28,115,86000115
8600,רמת גן,29,136,86000136
8600,רמת גן,30,113,86000113
8600,רמת גן,31,125,86000125
8600,רמת גן,32,122,86000122
8600,רמת גן,33,122,86000122
8600,רמת גן,34,116,86000116
8600,רמת גן,35,116,86000116
8600,רמת גן,36,116,86000116
8600,רמת גן,37,116,86000116
8600,רמת גן,38,116,86000116
8600,רמת גן,39,121,86000121
8600,רמת גן,40,121,86000121
8600,רמת גן,41,121,86000121
8600,רמת גן,42,121,86000121
8600,רמת גן,43,418,86000418
8600,רמת גן,44,135,86000135
8600,רמת גן,45,136,86000136
8600,רמת גן,46,311,86000311
8600,רמת גן,47,134,86000134
8600,רמת גן,48,114,86000114
8600,רמת גן,49,132,86000132
8600,רמת גן,50,412,86000412
8600,רמת גן,51,125,86000125
8600,רמת גן,52,131,86000131
8600,רמת גן,53,132,86000132
8600,רמת גן,54,131,86000131
8600,רמת גן,55,125,86000125
8600,רמת גן,56,131,86000131
8600,רמת גן,57,132,86000132
8600,רמת גן,58,132,86000132
8600,רמת גן,59,132,86000132
8600,רמת גן,60,214,86000214
8600,רמת גן,61,225,86000225
8600,רמת גן,62,111,86000111
8600,רמת גן,63,121,86000121
8600,רמת גן,64,123,86000123
8600,רמת גן,65,213,86000213
8600,רמת גן,66,221,86000221
8600,רמת גן,67,133,86000133
8600,רמת גן,68,133,86000133
8600,רמת גן,69,133,86000133
8600,רמת גן,70,133,86000133
8600,רמת גן,71,133,86000133
8600,רמת גן,72,133,86000133
8600,רמת גן,73,133,86000133
8600,רמת גן,74,133,86000133
8600,רמת גן,75,325,86000325
8600,רמת גן,76,124,86000124
8600,רמת גן,77,211,86000211
8600,רמת גן,81,135,86000135
8600,רמת גן,82,134,86000134
8600,רמת גן,83,134,86000134
8600,רמת גן,84,135,86000135
8600,רמת גן,85,135,86000135
8600,רמת גן,86,135,86000135
8600,רמת גן,87,134,86000134
8600,רמת גן,88,134,86000134
8600,רמת גן,89,134,86000134
8600,רמת גן,99,137,86000137
8600,רמת גן,100,137,86000137
8600,רמת גן,101,136,86000136
8600,רמת גן,102,136,86000136
8600,רמת גן,104,136,86000136
8600,רמת גן,105,136,86000136
8600,רמת גן,106,136,86000136
8600,רמת גן,107,137,86000137
8600,רמת גן,108,137,86000137
8600,רמת גן,110,138,86000138
8600,רמת גן,113,138,86000138
8600,רמת גן,114,138,86000138
8600,רמת גן,115,138,86000138
8600,רמת גן,116,138,86000138
8600,רמת גן,117,322,86000322
8600,רמת גן,118,138,86000138
8600,רמת גן,119,325,86000325
8600,רמת גן,125,212,86000212
8600,רמת גן,126,212,86000212
8600,רמת גן,127,212,86000212
8600,רמת גן,129,212,86000212
8600,רמת גן,130,211,86000211
8600,רמת גן,131,211,86000211
8600,רמת גן,132,211,86000211
8600,רמת גן,139,216,86000216
8600,רמת גן,140,216,86000216
8600,רמת גן,141,311,86000311
8600,רמת גן,142,312,86000312
8600,רמת גן,143,216,86000216
8600,רמת גן,144,216,86000216
8600,רמת גן,145,216,86000216
8600,רמת גן,146,311,86000311
8600,רמת גן,147,311,86000311
8600,רמת גן,148,312,86000312
8600,רמת גן,149,312,86000312
8600,רמת גן,150,312,86000312
8600,רמת גן,151,312,86000312
8600,רמת גן,152,216,86000216
8600,רמת גן,153,214,86000214
8600,רמת גן,154,213,86000213
8600,רמת גן,155,216,86000216
8600,רמת גן,156,214,86000214
8600,רמת גן,157,214,86000214
8600,רמת גן,158,213,86000213
8600,רמת גן,159,213,86000213
8600,רמת גן,160,213,86000213
8600,רמת גן,163,215,86000215
8600,רמת גן,164,215,86000215
8600,רמת גן,165,215,86000215
8600,רמת גן,166,215,86000215
8600,רמת גן,167,215,86000215
8600,רמת גן,168,215,86000215
8600,רמת גן,169,215,86000215
8600,רמת גן,170,215,86000215
8600,רמת גן,178,223,86000223
8600,רמת גן,180,223,86000223
8600,רמת גן,182,223,86000223
8600,רמת גן,183,223,86000223
8600,רמת גן,184,221,86000221
8600,רמת גן,187,222,86000222
8600,רמת גן,188,224,86000224
8600,רמת גן,189,224,86000224
8600,רמת גן,191,224,86000224
8600,רמת גן,192,222,86000222
8600,רמת גן,193,222,86000222
8600,רמת גן,194,222,86000222
8600,רמת גן,195,221,86000221
8600,רמת גן,196,221,86000221
8600,רמת גן,197,222,86000222
8600,רמת גן,198,225,86000225
8600,רמת גן,199,224,86000224
8600,רמת גן,200,221,86000221
8600,רמת גן,201,222,86000222
8600,רמת גן,202,225,86000225
8600,רמת גן,203,325,86000325
8600,רמת גן,204,314,86000314
8600,רמת גן,205,314,86000314
8600,רמת גן,206,225,86000225
8600,רמת גן,207,313,86000313
8600,רמת גן,208,313,86000313
8600,רמת גן,209,313,86000313
8600,רמת גן,210,314,86000314
8600,רמת גן,211,321,86000321
8600,רמת גן,212,321,86000321
8600,רמת גן,213,322,86000322
8600,רמת גן,214,314,86000314
8600,רמת גן,215,322,86000322
8600,רמת גן,216,321,86000321
8600,רמת גן,217,321,86000321
8600,רמת גן,218,324,86000324
8600,רמת גן,219,324,86000324
8600,רמת גן,220,325,86000325
8600,רמת גן,221,325,86000325
8600,רמת גן,222,325,86000325
8600,רמת גן,223,313,86000313
8600,רמת גן,224,322,86000322
8600,רמת גן,225,324,86000324
8600,רמת גן,226,325,86000325
8600,רמת גן,227,324,86000324
8600,רמת גן,228,324,86000324
8600,רמת גן,229,321,86000321
8600,רמת גן,230,324,86000324
8600,רמת גן,231,321,86000321
8600,רמת גן,232,412,86000412
8600,רמת גן,233,412,86000412
8600,רמת גן,234,412,86000412
8600,רמת גן,235,412,86000412
8600,רמת גן,236,412,86000412
8600,רמת גן,237,412,86000412
8600,רמת גן,238,415,86000415
8600,רמת גן,239,414,86000414
8600,רמת גן,240,414,86000414
8600,רמת גן,241,414,86000414
8600,רמת גן,242,414,86000414
8600,רמת גן,243,412,86000412
8600,רמת גן,244,418,86000418
8600,רמת גן,245,418,86000418
8600,רמת גן,246,418,86000418
8600,רמת גן,247,418,86000418
8600,רמת גן,248,418,86000418
8600,רמת גן,249,418,86000418
8600,רמת גן,250,418,86000418
8600,רמת גן,251,418,86000418
8600,רמת גן,252,223,86000223
8600,רמת גן,253,414,86000414
8600,רמת גן,254,313,86000313
8600,רמת גן,255,414,86000414
8600,רמת גן,502,416,86000416
8600,רמת גן,503,416,86000416
8600,רמת גן,504,416,86000416
8600,רמת גן,505,416,86000416
8600,רמת גן,515,416,86000416
8600,רמת גן,521,417,86000417
8600,רמת גן,950,323,86000323
8600,רמת גן,951,124,86000124
135,רמת דוד,1,1,1350001
184,רמת הכובש,1,1,1840001
335,רמת השופט,1,1,3350001
2650,רמת השרון,1,11,26500011
2650,רמת השרון,2,11,26500011
2650,רמת השרון,3,13,26500013
2650,רמת השרון,4,13,26500013
2650,רמת השרון,5,13,26500013
2650,רמת השרון,6,14,26500014
2650,רמת השרון,7,14,26500014
2650,רמת השרון,8,14,26500014
2650,רמת השרון,9,13,26500013
2650,רמת השרון,10,32,26500032
2650,רמת השרון,11,21,26500021
2650,רמת השרון,12,24,26500024
2650,רמת השרון,13,31,26500031
2650,רמת השרון,14,31,26500031
2650,רמת השרון,15,11,26500011
2650,רמת השרון,16,13,26500013
2650,רמת השרון,17,11,26500011
2650,רמת השרון,18,11,26500011
2650,רמת השרון,19,14,26500014
2650,רמת השרון,20,33,26500033
2650,רמת השרון,21,21,26500021
2650,רמת השרון,22,24,26500024
2650,רמת השרון,23,14,26500014
2650,רמת השרון,24,23,26500023
